center,metric,order_id,missing_date_field
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UQKVOLLF Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
UUURMSHU Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VBLPNRUK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VDLDOYCK Cancer Center,Patient Progression Rate,,tumor_pickup_date
VIZNTWUW Cancer Center,Patient Progression Rate,,tumor_pickup_date
VIZNTWUW Cancer Center,Patient Progression Rate,,tumor_pickup_date
VIZNTWUW Cancer Center,Patient Progression Rate,,tumor_pickup_date
VIZNTWUW Cancer Center,Patient Progression Rate,,tumor_pickup_date
VIZNTWUW Cancer Center,Patient Progression Rate,,tumor_pickup_date
VVYCWBMP Cancer Center,Patient Progression Rate,,tumor_pickup_date
VVYCWBMP Cancer Center,Patient Progression Rate,,tumor_pickup_date
VVYCWBMP Cancer Center,Patient Progression Rate,,tumor_pickup_date
VVYCWBMP Cancer Center,Patient Progression Rate,,tumor_pickup_date
VVYCWBMP Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
VXFXDNMI Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
WLHAJVAX Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XGZYEENB Cancer Center,Patient Progression Rate,,tumor_pickup_date
XHLRDONU Cancer Center,Patient Progression Rate,,tumor_pickup_date
XHLRDONU Cancer Center,Patient Progression Rate,,tumor_pickup_date
XHLRDONU Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
XXPEEHPD Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YAEFHDAR Cancer Center,Patient Progression Rate,,tumor_pickup_date
YLEVQSCI Cancer Center,Patient Progression Rate,,tumor_pickup_date
YLEVQSCI Cancer Center,Patient Progression Rate,,tumor_pickup_date
YLEVQSCI Cancer Center,Patient Progression Rate,,tumor_pickup_date
YNXCCVCB Cancer Center,Patient Progression Rate,,tumor_pickup_date
YNXCCVCB Cancer Center,Patient Progression Rate,,tumor_pickup_date
YNXCCVCB Cancer Center,Patient Progression Rate,,tumor_pickup_date
YNXCCVCB Cancer Center,Patient Progression Rate,,tumor_pickup_date
YNXCCVCB Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
YWMQFUON Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZDHNYSTP Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZDHNYSTP Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZDHNYSTP Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZDHNYSTP Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZHDMNRIY Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZIFYQHQN Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZPLJPPHA Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZRKKKVIE Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZRKKKVIE Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZRKKKVIE Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZUIZMNLD Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWAGVBWH Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
ZWVMUKRQ Cancer Center,Patient Progression Rate,,tumor_pickup_date
